STOCK,CURR_PRICE,OPEN,HIGH,LOW,PREV_CLOSE
ZSARVAMA,0,#N/A,#N/A,#N/A,50
ASL,62,59,62,59,59.05
VIKSHEN,0,#N/A,#N/A,#N/A,4
BLISSGVS,101.9,101,104.9,100.2,101.45
INEOSSTYRO,1108.25,1127,1142,1104.35,1130.35
ALEMBICLTD,109.9,107.5,110.95,105.25,107.1
AMNPLST,103.7,100,108.4,96.05,100.45
ANUHPHR,130.7,131,132.8,126.35,133.65
MODISNME,#N/A,#N/A,#N/A,#N/A,#N/A
BAYERCROP,5350,5248.05,5387,5180,5280.3
SASHWAT,81.9,#N/A,#N/A,#N/A,81.9
CHEMOPH,30,29.6,31,28.7,30.2
CLNINDIA,434.95,435,445,431.1,438.65
COROMANDEL,744.5,724,745,712.2,733.35
DEEPAKNI,1865.45,1785,1899.3,1756,1788.5
DHARAMSI,316.8,323,326.95,312.35,325.5
FERMENTA,315.55,331.9,331.9,314,330.3
GOCLCORP,203.3,200,203.3,196.15,199.6
JAYCH,3.95,3.9,4.06,3.63,3.8
JLMORI,1936.25,2049.95,2049.95,1931.05,2049.95
KANORICHEM,123.35,130.3,130.3,122.1,127.85
KELENRG,526,535,555.5,525,534.05
KEMP,371,#N/A,#N/A,#N/A,371
NITTAGELA,173.95,168.95,179,168.95,168.25
MPAGI,4.09,3.85,4.09,3.72,3.9
ORIENTCQ,924.1,950,953.95,920,942.15
PHILIPCARB,207.55,210,213.1,206.4,211.55
AMAL,360.55,368.75,370,351.1,362.7
POLYCHEM,488,492.8,514.75,453.1,460.2
PUNJABCHEM,917.25,890.65,924.95,882.15,905
GUJCMDS,99.95,#N/A,#N/A,#N/A,99.95
SADHNANIQ,33.95,33.95,33.95,33.95,32.35
SUDARSCHEM,659.1,640,675,635,642.3
ULTRAMAR,392.75,369.8,398.5,365.1,370.15
TRANSPEK,1330,1342,1364.95,1320,1347.55
UNICHEMLAB,320.5,335.95,343.7,310,342.95
MYSORPETRO,73,72.2,74.85,72.2,76.1
ALKYLAMINE,8450.05,8198,8637.45,7913.45,8148.55
TUTIALKA,13.5,13.65,13.65,12.7,13.06
ASTRAZEN,3905.6,3870,4029.3,3800,3879.5
PACL,87.15,89,89.9,85.2,88.85
TANFACIND,263,261.75,270.7,260,261.75
GUJPETR,36.3,37,37,36.3,37
SWADEIN,0.96,0.96,0.96,0.96,0.96
MASCH,0,#N/A,#N/A,#N/A,28.2
GUJTHEM,248,238,253.4,238,238.95
JAYSYN,60.2,61,62,59,61.1
MAKERSL,247.25,248,258,240.1,246.9
CONTCHM,14.65,#N/A,#N/A,#N/A,14.65
JBCHEPHARM,1399.15,1387,1408.75,1377.3,1378.95
IGLFXPL-B,0,#N/A,#N/A,#N/A,1.25
ADVPETR-B,38,#N/A,#N/A,#N/A,38
RAJSPTR,4,#N/A,#N/A,#N/A,4
BLUECHIPT,94,100.3,100.3,93,97.65
JAGAJITIND,36.8,35.4,36.8,35.4,36.4
KESARENT,59.3,51.8,60.95,51.8,50.8
TI,36.6,34.7,37.85,34.7,35.65
EMERALL,115.1,#N/A,#N/A,#N/A,115.1
RAVALSUGAR,1802,1801,1827,1801,1740
SAKHTISUG,10.86,10.35,11.55,10.11,10.13
WALCHANNAG,62.65,58.8,66.3,58.8,59.5
KHODAY,63.7,60.65,63.7,60.65,62.5
IFBAGRO,414.65,408.4,445.45,405.45,411.15
DHARSUGAR,6.87,6.6,6.87,6.6,6.55
THIRUSUGAR,7.85,7.85,7.85,7.4,7.48
KFBL,48.65,50,51.9,48.6,50.5
CAPRO,30.7,33.15,33.15,30.7,31.6
GMBREW,394,401.6,403.6,392,405.35
RANASUG,14.14,11.83,14.14,11.5,11.79
PICCASUG,6.22,5.25,6.22,5.25,5.19
RIGASUG,4.4,4,4.4,4,4.08
SDBL,30.75,31,31.4,30.25,31.15
CJGEL,18.84,18.84,18.84,18,17.95
MOUNTSHIQ,2.9,2.9,2.9,2.9,2.9
AMRITCORP,695,683.1,700,683.1,699
ASALCBR,415.3,412.35,421.6,408.05,419.35
CORAGRO,2.58,#N/A,#N/A,#N/A,2.58
FOODSIN,52.55,52.5,55,51.3,51.85
IVP,114,119.8,122.95,113.85,119.8
KLRFM,51.45,53,53,49.1,52.4
OLYOI,62.7,#N/A,#N/A,#N/A,62.7
MLKFOOD,317.5,320,320,317.5,316.3
POLSON,9749.95,9888,9950,9135,9554
SAGRSOY-B,12.2,#N/A,#N/A,#N/A,0.61
WIPRO,492.4,491.5,511.95,489.4,489.9
ORIBEVER,67,67.7,67.7,64.75,67.6
DHANUKA,766.35,752.25,785,751.4,758.5
TTKHEALTH,619.9,622.7,640.7,603.65,624.05
TGVSL,32.95,33.3,34.35,32.5,33.3
LIMECHM,20,18.65,20,18.1,19.9
KANPRPLA,148.05,142.25,150.75,142.25,143.25
TAINWALCHM,68.75,68.1,70,66.35,69.1
JAGSNPHARM,95.45,99,99,95,97.05
KHAICHEM,22.35,22.5,22.8,22.25,22.5
UNTTEMI,6.75,#N/A,#N/A,#N/A,6.75
GILLETTE,5495.75,5489.5,5508.25,5444,5489.5
WIREFABR,55.55,#N/A,#N/A,#N/A,55.55
ANSALHSG,5.16,4.91,5.16,4.9,5.14
MCCHRLS-B,370,365.7,370,360.05,370.5
ADDIND,4.6,4.75,4.75,4.6,4.65
PIONRINV,28.45,28.5,28.5,27.1,28.55
ASHNOOR,14.7,14.7,14.7,14.7,14.61
UNITECH,1.5,1.57,1.57,1.49,1.56
VIPIND,344.55,350.9,357.55,338,357.65
DHRUVES,10.1,#N/A,#N/A,#N/A,10.1
SCHABLON,10.19,#N/A,#N/A,#N/A,10.19
FIBERWEB,29,29.45,29.45,28.55,28.9
LKPFIN,76.5,70.05,78,70.05,75.6
EASTBUILD,11.24,#N/A,#N/A,#N/A,11.24
MNPLFIN,5.6,#N/A,#N/A,#N/A,5.6
BAJAJST,518,517.8,529.95,505.6,518.15
KIDUJA,22.65,#N/A,#N/A,#N/A,22.65
KEYCORP,13.94,#N/A,#N/A,#N/A,13.94
SHIKHARLETR,0,#N/A,#N/A,#N/A,3.15
GUJHOTE,102.35,102.35,102.35,100.35,100.35
RAJATH,7,#N/A,#N/A,#N/A,7
RASRESOR,19.95,#N/A,#N/A,#N/A,19.95
PARMCOS-B,17,17,17,17,17
JINDHOT,22.5,23.8,23.9,21.55,22.8
JPTRLES,3.32,#N/A,#N/A,#N/A,3.32
SIMMOND,29.85,28.15,30.25,28.15,29.15
BNALTD,150,158,158,147.5,153.55
LEDOTEA,40,#N/A,#N/A,#N/A,40
HAWKINCOOK,5425,5340,5450,5340,5429.4
WARRENTEA,48.1,49.8,52.2,45.4,47.1
COCHMAL,54.5,#N/A,#N/A,#N/A,54.5
BESTEAST,19.3,#N/A,#N/A,#N/A,19.3
NEAGI,1620.9,#N/A,#N/A,#N/A,1620.9
ISTLTD,395,378,395,376,380
COSMOFILMS,650.5,657,677.3,650.5,657.65
NEWMKTADV,9.1,#N/A,#N/A,#N/A,9.1
APOLLOHOSP,3207,3270,3307.5,3184,3238.4
NITINCAST,62.9,62.9,62.9,62.9,59.95
SMIFS,36.1,37.9,37.9,36.1,37.9
EVERESTIND,316.3,318,344,312.05,320.9
IRONWOOD,23.5,23,23.5,23,22.95
MSRINDIA,10.35,10.4,10.44,9.46,9.95
NORTHPR,0,#N/A,#N/A,#N/A,0.01
JOYREALTY,9.47,#N/A,#N/A,#N/A,9.47
AYMSYNTEX,47.4,47.85,47.85,45.5,46.55
PANCARBON,458,465,474,457,474.1
FINKURVE,44.15,45.8,45.8,42.2,44.6
HBLEAS,1.73,1.73,1.81,1.73,1.73
SHRICON,31.75,#N/A,#N/A,#N/A,31.75
STRLGUA,5.38,#N/A,#N/A,#N/A,5.38
SULABEN,1.42,1.55,1.55,1.35,1.48
FRONTCAP,3.72,#N/A,#N/A,#N/A,3.72
NAVNETEDUL,74.85,76.45,76.45,72.85,74.95
KEDIACN,4.89,#N/A,#N/A,#N/A,2.45
SATRAPROP,0.95,1.05,1.05,0.95,1
TRANOCE,0,#N/A,#N/A,#N/A,0.12
AUSOMENT,62.9,64.25,64.25,61.5,63.25
THAKRAL,6.6,#N/A,#N/A,#N/A,6.6
RUCHINFRA,5.82,5.55,5.84,5.55,5.7
VJTFEDU,51.05,#N/A,#N/A,#N/A,51.05
VOLLF,18.7,#N/A,#N/A,#N/A,18.7
NETLINK,16.75,16.75,16.75,16.05,16.65
ZLEENCON,13.09,#N/A,#N/A,#N/A,12.79
LANCORHOL,5.88,5.95,5.95,5.5,5.9
INDINFO,0.42,0.42,0.43,0.4,0.42
BANASFN,5.33,5.23,5.33,5.13,5.23
VISAKAIND,584.25,582,598.3,576,586.95
INFOMEDIA,3.8,3.8,3.84,3.72,3.69
HATHWAYB,17.5,18.1,18.1,17.1,18
PRESSMN,22.9,22.8,24.7,22.15,22.7
GUFICBIO,136.8,135,139.95,133.95,135.55
PHOTON,26.5,#N/A,#N/A,#N/A,26.5
OSWALEA,11.36,#N/A,#N/A,#N/A,11.36
GRPLTD,815,823.35,834.5,810.7,825.95
INDAG,90.15,89.45,92.2,88.25,88
MMRUBBR-B,64.8,62,64.8,61,62.95
PTL,36.1,36.15,36.4,36,36
TVSSRICHAK,1810,1784.75,1872,1749.8,1794.2
SEL,17.71,17.71,17.71,16.5,16.87
BENARAS,1215.05,1269.85,1270,1215.05,1264.95
BHAGWOX,24.63,24.63,24.63,24.63,24.15
BOMOXY-B1,19647.1,19647.1,19647.1,19647.1,20048.05
CRAVATEX,257,268,289,241,248
BERGEPAINT,706.9,714,716.6,701.05,714.5
CAPRIHANS,90.85,91.5,92.85,90.5,90.9
GRAPHITE,731.4,727.95,749.5,721.7,734.3
ITDCEM,71.6,71.5,73.6,71.25,72.05
EMPIND,623,637.8,637.9,622,622.3
GRAVISSHO,12.56,#N/A,#N/A,#N/A,12.56
GARFIBRES,2624.95,2627.8,2668,2584.8,2610.3
GARWAMAR,4.15,4.15,4.15,4.15,4.07
GOACARBON,314.75,317.3,322.1,310.55,320.4
HARDCAS,182.35,182.35,182.35,182.35,190.9
HEG,2285,2265.05,2357.95,2235.1,2282.2
HINDCOMPOS,262.15,260.45,263.55,260.45,259.7
ZHINDHSG,35.15,#N/A,#N/A,#N/A,35.15
HIL,3600.5,3586.85,3710,3572.7,3610.75
INDIANCARD,129.5,130.6,130.6,127,129.45
INTLCONV,45.5,46,47.85,45.35,45.85
JAYSHREETEA,80.25,75.95,83.95,75.95,75.9
MODRNSH,5.7,#N/A,#N/A,#N/A,5.7
OSEASPR,0,#N/A,#N/A,#N/A,17.95
HUHTAMAKI,274.3,272.8,279.15,268,278.95
PREMSYN,18.55,#N/A,#N/A,#N/A,18.55
RJSHAH,855.6,#N/A,#N/A,#N/A,855.6
SHAHCON,55.1,#N/A,#N/A,#N/A,55.1
SHALPAINTS,89.3,88,90.8,87.85,88.8
SINNAR,215.25,#N/A,#N/A,#N/A,215.25
HINDMILL,246,268.95,268.95,210,245.55
ZSOUTGAS,162.6,#N/A,#N/A,#N/A,82.6
TECHCON,0,#N/A,#N/A,#N/A,53.2
SUPREMEIND,2050.9,2085.95,2090.75,2008.05,2048.75
THACKER,199,182.9,199,182.9,192.45
TRADWIN,52.55,#N/A,#N/A,#N/A,52.55
VSTIND,3230,3265,3265,3183.7,3203.45
SWASTIVI,7.12,7.6,7.7,7.08,7.45
MADHUSE,0.95,#N/A,#N/A,#N/A,0.95
YAMNINV,0.37,0.36,0.37,0.36,0.36
JINDRILL,93.3,93,96,92.25,89.3
KUSUMEL,5.18,#N/A,#N/A,#N/A,5.18
JUMBFNL,0,#N/A,#N/A,#N/A,17
SAKTHIFIN,14,15.2,15.2,13.9,14.45
DHFL,15.4,16.2,16.2,15.2,15.7
WEIZFIN,253.2,#N/A,#N/A,#N/A,253.2
SATINDLTD,19.7,20,20.35,19.7,20.2
TVOLCON,0,#N/A,#N/A,#N/A,12
SHIVTEX,155,157.95,157.95,152.4,154.85
VBDESAI,3.18,#N/A,#N/A,#N/A,3.18
QUADRANT,0.27,0.27,0.27,0.25,0.26
1STCUS,29,29,29,29,28.5
KAMANWALA,4.2,4.6,4.77,4.2,4.59
BAJRFIN,13.83,#N/A,#N/A,#N/A,13.83
ASYAINFO,4.18,4.3,4.4,4,4.2
WSFIN,16.45,17,17.35,16.4,17.2
REMITR,13.99,#N/A,#N/A,#N/A,13.99
ANJANIFOODS,209,201.2,209,201.2,210
RKDAGRRTL,11,#N/A,#N/A,#N/A,11
PARSHWANA,28.5,#N/A,#N/A,#N/A,28.5
SURYAKR,5.75,#N/A,#N/A,#N/A,5.75
MILLENNIUM,1.07,1.12,1.12,1.07,1.07
CANFINHOME,580,564.85,589.6,564.85,580.2
MUNCAPM,62,#N/A,#N/A,#N/A,62
IVC,4.8,4.91,5.06,4.8,4.91
SRTRANSFIN,1342.7,1436.9,1442.55,1313.35,1415.75
CHOLAFIN,571,590,600.9,565.2,592.5
SAGARSYST,0,#N/A,#N/A,#N/A,65
IDINFO,16.65,#N/A,#N/A,#N/A,16.65
VLSFINANCE,86.6,89.4,89.4,86,89
INDCEMCAP,5.27,5.66,5.66,5.23,5.5
ADMANUM,15.95,15.1,15.95,15,15.7
MEGLON,3.5,#N/A,#N/A,#N/A,3.5
MEHIF,5.27,5.27,5.27,5.17,5.17
VIDEOIND,3.94,3.99,4.15,3.87,3.99
INTRGLB,12.02,#N/A,#N/A,#N/A,12.02
MCLTD,2.52,#N/A,#N/A,#N/A,2.52
SHRISTI,62,#N/A,#N/A,#N/A,62
CREST,79.4,75,80,75,78.3
VAKRANGEE,50.9,52,52,50.5,51.85
GUJCRED,4.72,4.51,4.73,4.3,4.51
SYLPH,2.35,#N/A,#N/A,#N/A,2.35
DHARFIN,5.65,#N/A,#N/A,#N/A,5.65
ALEXANDER,16.85,16.8,16.9,15.75,16.6
INDBANK,13.21,13.52,13.52,13.21,13.4
BHARAT,19.5,19.55,21.8,17.2,19
CAPITALT,84.9,86.4,88,84.05,87.95
USHAKIRA,3.73,#N/A,#N/A,#N/A,3.73
VIVOBIOT,61.25,64.8,64.8,58.5,60.75
VEERHEALTH,9.55,9.6,9.6,8.81,9.63
PANINDIAC,0.32,0.33,0.33,0.32,0.33
SAHARAHOUS,34.75,34.55,36.25,34.55,36.95
NDASEC,5.61,#N/A,#N/A,#N/A,5.61
SUPRATRE,8.5,#N/A,#N/A,#N/A,8.5
GSBFIN,10.53,10.53,10.53,9.53,10.03
MORARKFI,33.9,32.85,34.5,32.65,33.5
MONARCH,61,60.1,62.4,60,61.15
PROFINC,30.15,30.2,30.2,30.15,30.05
TIMESGTY,52.7,52.7,52.7,52.7,55.45
SODFC,17.8,18,18,16.9,17.74
SAVFI,9.5,#N/A,#N/A,#N/A,9.5
REGTRUS,1.83,#N/A,#N/A,#N/A,1.83
AVONMORE,18.45,18.55,18.55,18.3,18.3
LIBORDFIN,6,#N/A,#N/A,#N/A,6
PALSOFT,2.09,1.99,2.09,1.99,2.09
YASHMGM,13,13,13.5,12.25,13.5
ARIHCAPM,73.2,72.7,75.75,72.7,72.4
ISLCONSUL,11.55,#N/A,#N/A,#N/A,11.55
DCMFINSERV,1.93,1.81,1.99,1.81,1.9
JIKIND,0.51,0.51,0.51,0.51,0.5
IMCAP,46.75,46.75,46.75,46.75,45
SAMBHAAV,2.06,2.11,2.11,2.06,2.1
DUGARHOU,4.2,#N/A,#N/A,#N/A,4.2
SUGALDAM,6.45,#N/A,#N/A,#N/A,6.45
NETTLINX,63,69.95,69.95,59,60.05
SCANSTL,29.9,30.2,30.2,29.9,30.5
GICHSGFIN,113.05,113.35,115.5,112.7,113.5
MATHEWE,8.82,#N/A,#N/A,#N/A,8.82
AJCON,24.4,#N/A,#N/A,#N/A,24.4
CHRTEDCA,58.8,58.8,58.8,58.8,61.7
STANCAP,1.14,#N/A,#N/A,#N/A,1.14
PARSHINV,4.08,4.08,4.08,4.08,4.08
CUBIFIN,1.55,1.5,1.72,1.44,1.6
RELICTEC,13.97,13.97,13.97,13.97,13.97
NIMBSPROJ,24.2,23.05,24.2,22,23.05
ESCORTSFIN,3.7,3.61,3.99,3.61,3.8
BALFC,27.15,26.4,29.05,26.4,27.95
VIPUL,26.75,27.5,28.5,26.75,28
KZLFIN,8.06,#N/A,#N/A,#N/A,8.06
TRCFIN,7.7,7.7,7.7,7.7,7.7
USHDI,0.59,0.59,0.59,0.59,0.57
MEHSECU,10.92,#N/A,#N/A,#N/A,10.92
UGROCAP,105.9,105.6,107.9,101.1,103.5
SAHLIBHFI,53.9,52.65,53.9,52,53.1
ABIRAFN,3.65,#N/A,#N/A,#N/A,3.65
MANSIFIN,34.1,#N/A,#N/A,#N/A,34.1
SEVENHILL,4.27,#N/A,#N/A,#N/A,4.27
UPASAFN,12.02,13.6,14.4,11.9,13.2
MUTHTFN,368.5,378.95,384.9,368.15,375
MASTERTR,42.75,41.15,42.75,41.15,41.95
ZNILKENG,0,#N/A,#N/A,#N/A,2.55
AMANITRA,63.7,#N/A,#N/A,#N/A,63.7
TEATIME,0,#N/A,#N/A,#N/A,1.37
SOBME,0,#N/A,#N/A,#N/A,1.57
CNIRESLTD,1.61,1.51,1.61,1.51,1.58
ZSARACOM,1989.4,2030,2030,1989.4,2030
WINROC,244.45,#N/A,#N/A,#N/A,244.45
NDMETAL,23.8,#N/A,#N/A,#N/A,23.8
INERTIAST,0,#N/A,#N/A,#N/A,76
PHTRADING,1.7,#N/A,#N/A,#N/A,1.7
KAPILCO,20,#N/A,#N/A,#N/A,20
ASWTR,0,#N/A,#N/A,#N/A,15.45
ROYALIND,0.78,0.81,0.81,0.77,0.78
LUHARUKA,0.5,0.5,0.5,0.5,0.5
SHYAM,0,#N/A,#N/A,#N/A,10.25
ZSANMCOM,9.99,#N/A,#N/A,#N/A,9.99
AYOME,22.35,#N/A,#N/A,#N/A,18
VISVEN,83,84,84,83,80
MRUTR,4,#N/A,#N/A,#N/A,4
DECNGOLD,21.85,23,23,21.85,22.95
UPL,608.2,615.8,620.5,604.1,615.8
ANSHNCO,3.99,#N/A,#N/A,#N/A,3.99
CRANESSOFT,1.22,1.22,1.22,1.22,1.17
PUNITCO,19.65,#N/A,#N/A,#N/A,19.65
TRIPR,17.4,#N/A,#N/A,#N/A,17.4
AVIVA,11,#N/A,#N/A,#N/A,11
TWIROST,0,#N/A,#N/A,#N/A,3.67
SIGNETIND,29.4,30.05,30.45,29.1,30.45
SPECMKT,0,#N/A,#N/A,#N/A,6.72
TERRAREAL,0,#N/A,#N/A,#N/A,6.5
SECURKLOUD,89,87.15,91.9,86.55,90.6
ABANSENT,102.5,107,107,102,101.8
CAPRICORN,8.24,#N/A,#N/A,#N/A,8.24
VAMA,7.33,7.9,8.25,7.06,7.79
SUNTECK,266.95,271.8,272.6,265,271.35
BENTCOM,0,#N/A,#N/A,#N/A,4.05
SILVERO,2.88,#N/A,#N/A,#N/A,2.88
CLASELE,0,#N/A,#N/A,#N/A,15.5
STEPHANOTIS,28,#N/A,#N/A,#N/A,28
PRISMMEDI,9.01,9.01,9.01,9.01,8.84
SPVGLOBAL,0,#N/A,#N/A,#N/A,13.37
VERITAS,68,69.3,69.3,67.25,67.95
JAICORPLTD,85.7,85.5,88.4,84.7,85.8
ZNIVITRD,0,#N/A,#N/A,#N/A,12
ASHCAP,3.88,3.8,3.98,3.75,3.87
SVARTCORP,2.96,3.12,3.15,2.88,3.03
BAJGLOB,0,#N/A,#N/A,#N/A,3
MMWL,4.52,4.43,4.53,4.4,4.43
TASHIND,110.75,#N/A,#N/A,#N/A,110.75
AUTOINT,0,#N/A,#N/A,#N/A,20.05
NNTL,5.4,#N/A,#N/A,#N/A,5.4
ZSPEEDCO,9.5,#N/A,#N/A,#N/A,9.5
BHAGYNAGAR,49.1,46.95,50,46.95,47.95
SHANTAI,32.5,#N/A,#N/A,#N/A,32.5
CHMBBRW,1.2,1.15,1.2,1.15,1.15
ZMANSOON,0,#N/A,#N/A,#N/A,2.3
KRL,125,125,125,125,125
MAHSHRE,0,#N/A,#N/A,#N/A,14.07
CESL,0.01,#N/A,#N/A,#N/A,0.29
ARAVALIS,1.99,1.99,1.99,1.99,2.09
YASTF,17.65,#N/A,#N/A,#N/A,17.65
SWORDEDGE,7.27,#N/A,#N/A,#N/A,7.27
ZSHERAPR,11.52,#N/A,#N/A,#N/A,11.52
MAGANTR,2.89,#N/A,#N/A,#N/A,2.89
CRESSAN,0.31,0.32,0.33,0.31,0.32
STARTECK,74.9,70.4,74.9,70.4,71.7
SHARDUL,49.5,49.5,49.5,49.5,50.6
KAPASHI,46.2,46.2,46.2,46.2,47.1
BENGALS,0,#N/A,#N/A,#N/A,0.01
UNIWSEC,0,#N/A,#N/A,#N/A,10.05
MERCTRD,3.1,#N/A,#N/A,#N/A,3.1
NIRAVCOM,249,249,249,249,249
ASUTENT,0,#N/A,#N/A,#N/A,0.01
APOLLOFI,279,288,288,275,278.75
ENBETRD,44.05,#N/A,#N/A,#N/A,44.05
GANONPRO,10.1,#N/A,#N/A,#N/A,10.1
DEVITRD,0,#N/A,#N/A,#N/A,8.6
SHRJAGP,508.8,521.25,521.25,502.1,512.95
LLOYDSME,14.85,14.7,15.43,14.51,14.7
PUNCTRD,0,#N/A,#N/A,#N/A,10
SHRGLTR,4.09,4.09,4.09,4.09,3.9
BETXIND,45.65,45.6,45.65,44.5,44.8
GYTRIPA,82,#N/A,#N/A,#N/A,82
POLYTEX,1.12,1.12,1.16,1.12,1.14
DHANCOT,12.43,#N/A,#N/A,#N/A,12.43
OASISEC,18.5,#N/A,#N/A,#N/A,18.5
GARNETINT,28.55,30.3,30.3,28.05,28.9
SHALPRO,0.49,0.49,0.49,0.49,0.49
VARUNME,0,#N/A,#N/A,#N/A,1
DONEAR,28.35,28.4,29,28.35,28.45
NEPTEXP,0,#N/A,#N/A,#N/A,0.01
SUPER,605,600,605,600,596.95
SEQUENT,291.4,292,311.95,285.8,294.1
STCINDIA,79.3,78.5,80.25,77.55,77.45
ZENITHEXPO,72.35,66,72.35,61.5,68.25
RTEXPO,2.11,#N/A,#N/A,#N/A,2.11
AVANTI,487.15,495.05,500,482,502.8
ZODJRDMKJ,27.05,26.1,27.65,26.1,26.65
SITAENT,11.4,11.4,11.4,11.4,11.4
PULSRIN,1.5,#N/A,#N/A,#N/A,1.5
UNIMOVR,13.5,#N/A,#N/A,#N/A,13.5
KEYFINSER,61.2,#N/A,#N/A,#N/A,61.2
ADANIENT,1158.5,1174,1200.4,1143.35,1182.7
MACINTR,8.75,#N/A,#N/A,#N/A,8.75
HARIAEXPO,1.01,0.97,1.01,0.97,0.97
BHANDHOS,2.4,2.5,2.5,2.39,2.45
RLF,4.35,4.35,4.35,4.35,4.55
REGENTRP,2.01,2.01,2.15,2.01,2.11
ORBTEXP,58,56.55,59.5,56.55,58.65
SAVERA,44.45,44,45.75,43.1,43.65
VBCFERROQ,14.97,13.6,14.97,13.55,14.26
TATASTLLP,895.5,860,895.5,847.75,852.9
NBVENTURES*,78.4,71.45,81.15,71.45,72.85
ZHINUDYP,3.16,#N/A,#N/A,#N/A,3.16
REMIEDEL,21.4,19.6,21.5,18.6,19.55
GSAUTO,4.24,4.55,4.61,4.24,4.46
TRANSFRE,8.24,#N/A,#N/A,#N/A,7.64
SHBCLQ,89,91,91,87.6,89.35
GANDHITUBE,304.8,308.05,309.8,301.3,310.45
AMFORG,1.75,1.84,1.84,1.75,1.84
ABCGAS,9.5,#N/A,#N/A,#N/A,9.5
ORICON,21.3,21.8,22.8,21.2,21.9
ACROW,131.75,128.9,131.75,126,119.8
STLSTRINF,4.26,#N/A,#N/A,#N/A,4.26
NATNLSTEEL,4.78,4.65,4.86,4.65,4.63
UTTAMSTL,7.42,7.06,7.49,7,7.18
PENIND,18,18,18.9,17.5,17.9
JYOTISTRUC,5.16,5.25,5.31,5.16,5.43
JAYUSH,443.7,421.25,443.7,421.25,425
SSWL,712.6,698.1,718.95,690.4,706.05
MANINDS,91.05,83.1,96.4,82.45,84.35
IMEC,0.99,#N/A,#N/A,#N/A,0.99
MDRNSTL,3.45,#N/A,#N/A,#N/A,3.45
TERRASCOPE,1.85,1.85,1.85,1.85,1.94
SYNTHFO,23.6,21.4,23.6,21.4,22.5
GOLKONDA,15.82,15.82,15.82,15.82,15.51
METALFORGE,5.15,5.1,5.35,5,5.1
GUJTLRM,5.48,#N/A,#N/A,#N/A,5.48
GRANDFONRY,1.91,1.9,1.91,1.9,1.99
AJMERA,111.15,111.5,114.35,111.15,112.65
COCHINM,120.4,133,133,106,130.25
ISWL,0.8,0.8,0.8,0.74,0.77
RJKMRFR,39.6,44,46.05,38.6,42.95
CARBORUNIV,546.7,517.7,570,509.5,522.85
MMTC,40.9,40.2,42.1,39.6,40.4
VALLABHSQ,9.87,8.95,9.87,8.95,9.4
ASHIS,16.11,15.35,16.11,14.9,15.35
SMPL,0.24,#N/A,#N/A,#N/A,0.24
SMFIL,0.8,#N/A,#N/A,#N/A,0.8
BLOIN,11.11,#N/A,#N/A,#N/A,11.11
MAITRI,6.76,6.76,6.76,6.76,6.44
TATAMETALI,1053.85,920,1091.2,909.1,919.85
SHAHALLOYS,12.42,12.42,12.42,12.42,11.83
JSWISPL,45.9,45.9,45.9,45.15,43.75
ELANGO,2.7,2.7,2.7,2.7,2.69
KANSHST,10.75,10.9,10.9,10.75,11.1
MAHALXSE,3.25,3.14,3.25,3.14,3.3
SIMPLEXCAS,15,15.5,15.5,14.7,15
SSWRL,23,21.85,23,21.85,23
MEWATZI,12.8,#N/A,#N/A,#N/A,12.8
SOUTHMG,11.41,11.41,11.41,11.41,10.87
BAROEXT,0.79,0.79,0.79,0.79,0.8
GUJCONT,16.65,#N/A,#N/A,#N/A,16.65
KALYANIFRG,176,171.15,184.95,171.15,179.5
PANCHMAHQ,45,48.8,48.8,44.5,46.55
ADITYA,5.99,5.75,5.99,5.75,5.71
SRIND,2.83,2.85,2.85,2.7,2.75
STEELCAS,130.8,128,143.9,120,138.55
PITTIENG,64.85,64.8,64.85,63.35,64.35
GLITTEKG,1.2,#N/A,#N/A,#N/A,1.2
PRADPME,39,38.4,39.3,38,37.7
GNRL,12.89,13.31,13.31,12.3,12.88
TNSTLTU,10.87,10.87,10.87,10.87,10.87
SHRDAIS,59.9,58,61.35,55.6,58.45
MAHASTEEL,92.25,95.5,96,88.5,93.65
REALSTR,7.14,7.28,7.28,7.14,6.96
NOVIS,12.64,12.64,12.64,12.64,12.04
FFPL,2.94,2.94,2.94,2.94,3
HINDCOPPER,154.85,156.9,163.65,153.3,158.15
SRIPIPES,195.4,196.6,200.2,191.7,195.6
AXELPOLY,12.99,12.99,12.99,12.99,12.99
NLCINDIA,47.65,47.55,48.6,47.4,47.6
SPECTRA,3.07,#N/A,#N/A,#N/A,3.07
JMTAUTOLTD,2.47,2.48,2.51,2.4,2.47
KAJARIR,40.2,33.9,40.2,33.9,33.5
SOLIDSTON,27.5,27.5,27.5,27.5,28.9
SHILGRAVQ,101.1,103.75,106,101.1,103.7
WHITEORG,5,5.19,5.19,4.8,5.09
MFSINTRCRP,10.22,#N/A,#N/A,#N/A,10.22
HIMGRANI,19.1,19.1,19.1,19.1,19.5
AROGRANITE,44.15,44.7,45,44,45.8
HIMFIBP,1.39,1.33,1.39,1.27,1.33
RAJKSYN,5.95,#N/A,#N/A,#N/A,5.95
DEEPAKSP,99,101,101.9,99,98.9
JBFIND,16.92,15.32,16.92,15.32,16.12
LOYALTEX,496,525,525,485,499.35
HIMATSEIDE,156.5,153.45,157.9,151,155.45
BSL,36.85,38,38,36.75,37.7
EVERTEX,13.71,#N/A,#N/A,#N/A,13.71
PBMPOLY,51.1,51.9,51.9,49.05,50.65
