STOCK,CURR_PRICE,OPEN,HIGH,LOW,PREV_CLOSE
GOCLCORP,202.95,200.3,203,199.55,200.05
GODFRYPHLP,862.95,864.8,869.7,859.55,864.6
GODHA,43.1,44.5,44.5,40.4,42.5
GODREJAGRO,500,498,507.7,496.1,498.5
GODREJCP,691.25,700.25,710.8,687.5,702.1
GODREJIND,510,504.7,515.9,504.7,514.7
GODREJPROP,1364.1,1366,1394,1357.9,1379.75
GOENKA,1.5,1.5,1.5,1.4,1.45
GOKEX,90.35,87.75,97.6,86.9,88.85
GOKUL,18.4,18.45,18.9,18.2,18.7
GOKULAGRO,22.2,22.65,23,21.25,22.2
GOLDENTOBC,42.1,43.1,43.1,40.2,41.45
GOLDIAM,360,357,367,355.3,363.3
GOLDTECH,9.6,9.8,9.9,9.6,9.9
GOODLUCK,92.5,95,96.7,90,94.3
GOODYEAR,901.15,900,934.95,891,901.3
GPIL,945,873,945,873,886.35
GPPL,92,93.9,94.6,91.35,94.05
GPTINFRA,39.3,41,41,38.9,40.7
GRANULES,334,331.85,339.9,330,331.5
GRAPHITE,728,724.95,749.65,721.05,735
GRASIM,1401.1,1342,1407.4,1333,1350.7
GRAVITA,94.55,96.5,99.3,94.5,96.4
GREAVESCOT,144.8,135,149,134.25,137.9
GREENLAM,1065,1114,1145.65,1065,1126.4
GREENPANEL,233.65,220.05,234.4,218,223.25
GREENPLY,199.9,205.7,207.8,199.9,205.5
GREENPOWER,1.95,2,2,1.95,2
GRINDWELL,912,904,928.15,904,911.65
GROBTEA,792.3,763.95,792.3,763.95,780
GRPLTD,815,844.05,850,803,820.55
GRSE,175.95,177.5,178,175.05,179.8
GSCLCEMENT,35.1,34.3,35.7,34.2,34.45
GSFC,94.15,93.7,96.8,92.8,94.05
GSPL,270.1,268,274.45,265.25,269.4
GSS,68,66,69.3,65.85,65.7
GTL,5.4,5.6,5.6,5.4,5.45
GTLINFRA,0.7,0.7,0.7,0.65,0.7
GTNTEX,5.3,5.25,5.3,5.25,5.25
GTPL,129.25,130,130.15,127.75,130.45
GUFICBIO,136.45,135,139.95,133.55,135.3
GUJALKALI,412,411,421.75,410,414.45
GUJAPOLLO,206.9,210.75,214.95,205.1,209.2
GUJGASLTD,531.7,519.45,539.5,519.45,529.4
GUJRAFFIA,43,42.2,43.45,40.3,42.2
GULFOILLUB,709.85,715,718.5,704.2,714.95
GULFPETRO,42.55,41.55,44,40.7,41.9
GULPOLY,150.85,150,155.3,148.55,155.4
HAL,955.5,945,959.9,941.15,946.35
HAPPSTMNDS,718.1,705,744,704,703.95
HARRMALAYA,156.7,150.6,162.3,150.6,150.55
HATHWAY,23.4,23.15,24.1,22.85,23.4
HATSUN,796,793.1,807.8,789.9,800.4
HAVELLS,985,1000.2,1035.55,982.35,1009.35
HAVISHA,0.8,0.8,0.8,0.75,0.8
HBLPOWER,34.9,34.5,36.35,34.2,35.05
HBSL,16.3,16.35,16.7,16.2,16.5
HCC,7.7,7.65,7.9,7.6,7.7
HCG,180,173,181.6,172.5,175.95
HCL-INSYS,8.8,8.8,8.95,8.7,8.8
HCLTECH,900.1,905,915,895.4,909.55
HDFC,2433.25,2503.1,2525,2411.1,2538.85
HDFCAMC,2774.65,2779,2825,2757.05,2792.2
HDFCBANK,1412.9,1445,1453.8,1407.5,1472.5
HDFCLIFE,662.9,670,678,660.7,674.65
HDIL,4.8,4.85,5,4.7,4.9
HEG,2283,2242.1,2359,2232.05,2280.05
HEIDELBERG,237,234.4,237.75,230.25,233.2
HEMIPROP,131.5,133,134.65,131,134.35
HERANBA,715.5,696.5,727.7,691.85,700.35
HERCULES,116.75,119.05,119.15,116,118.2
HERITGFOOD,364,364.5,371,360.45,364.35
HEROMOTOCO,2818,2834.8,2860,2805,2860.1
HESTERBIO,2221,2250,2289.5,2210,2261.95
HEXATRADEX,99.05,96.1,102.5,96.1,100.65
HFCL,27.7,27.05,28.65,27.05,27.45
HGINFRA,275,274.7,279.05,273.6,273.25
HGS,1709,1765,1765,1695,1746.2
HIKAL,265.8,253,272,252.1,256.65
HIL,3590,3600,3716.8,3561.9,3610.9
HILTON,11.2,11.5,11.75,11.05,11.6
HIMATSEIDE,156.5,153.95,157.85,153,155.25
HINDALCO,363.65,368.9,377,361.3,372.15
HINDCOMPOS,264,268,268,260.05,259.75
HINDCOPPER,153.9,156.1,163.7,153.35,158.15
HINDMOTORS,6.85,6.95,7,6.75,6.95
HINDNATGLS,31.8,33.1,33.1,31.1,32.15
HINDOILEXP,102,98.25,107.2,98,98.7
HINDPETRO,234.75,228.25,245.25,228.2,229.7
HINDUNILVR,2350,2410,2442.9,2330.25,2407.6
HINDZINC,304.6,305.5,312.55,302.05,307.2
HIRECT,121.2,120.05,126.85,119.4,121.95
HISARMETAL,114,115,118.85,113.8,115.7
HITECH,371.2,370.05,375.7,365.65,373.8
HITECHCORP,143.6,147.9,152.2,143.6,147.85
HITECHGEAR,169.95,169.45,171,161.6,166.15
HLEGLAS,2620,2522.25,2648.35,2522.2,2522.25
HLVLTD,5.85,5.9,5.9,5.65,5.9
HMT,27.1,27.6,27.6,26.25,27.4
HMVL,61,61.3,62.75,60.6,60.6
HNDFDS,2048.1,2119.9,2119.9,2040.65,2100.65
HOMEFIRST,497.3,481,513.15,477.7,478.55
HONAUT,43359.75,43000,43690,42882.5,43265.6
HONDAPOWER,999.05,991.35,1025,980.2,1000.55
HOTELRUGBY,0.95,#N/A,#N/A,#N/A,0.95
HOVS,44.55,45.95,46,44.5,46
HPL,46,46.45,47.35,45.75,46.6
HSCL,44.4,45,46,44.25,45.3
HSIL,152.5,151.1,155,150.75,153.75
HTMEDIA,22.5,22.65,22.65,21.7,22.1
HUBTOWN,16.6,17,17,16.25,16.55
HUDCO,41.7,41.5,42.2,41.4,41.9
HUHTAMAKI,273.95,277.95,279.4,271,278.7
IBREALEST,77.2,76.8,79,76.5,77.9
IBULHSGFIN,181.2,178,186.2,177.2,182.05
ICEMAKE,69,71.85,71.85,66.25,69.5
ICICIBANK,599.7,610.1,616.35,598.1,621.45
ICICIGI,1417.4,1413.6,1424.1,1400,1417.85
ICICIPRULI,521.85,521.05,534.5,517.15,524.5
ICIL,130.25,129,133.5,128,130.35
ICRA,3320,3351.1,3484.95,3280,3333.6
IDBI,35.3,34.55,36,34.55,35.4
IDEA,8.35,8.35,8.6,8.3,8.4
IDFC,52.8,52.05,54,50.7,51.8
IDFCFIRSTB,54.8,54,55.55,53.6,54.8
IEX,370.3,371.1,379,368.05,375.55
IFBAGRO,416,411.25,445,405,412
IFBIND,980.1,990,1008,975,995.65
IFCI,10.95,11.05,11.05,10.85,11.05
IFGLEXPOR,370.2,366.4,378.25,366.4,371.9
IGARASHI,358,370,373.7,356,374.95
IGL,509,500,522.95,497.5,505.25
IGPL,466.5,478,480.15,464,474.55
IIFL,267.85,269.15,272.25,264,273.5
IIFLSEC,52.25,49.5,53,49.3,49.5
IIFLWAM,1139,1080.05,1156.9,1080.05,1100.35
IITL,56,52.9,56.5,52.9,55.35
IL&FSENGG,3.6,3.55,3.65,3.5,3.65
IL&FSTRANS,2.4,2.55,2.55,2.4,2.5
IMAGICAA,5.7,5.95,5.95,5.65,5.85
IMFA,440.2,454.95,465.05,437.05,457
IMPAL,650,649.15,688.95,640.25,641.3
IMPEXFERRO,0.95,#N/A,#N/A,#N/A,0.95
INDBANK,13.2,13.65,13.65,13.05,13.35
INDHOTEL,111.25,110,114.5,107.2,110.55
INDIACEM,163.5,165.05,168.5,162.55,166.25
INDIAGLYCO,471,462,489,461.1,467.35
INDIAMART,7950,8400,8580,7888.85,8815.4
INDIANB,109.9,110,112.9,108.65,111.85
INDIANCARD,129.4,130.3,130.45,127.1,128.05
INDIANHUME,171.15,174,174.8,170.3,171.85
INDIGO,1642.95,1632,1679.8,1632,1655.85
INDIGOPNTS,2320,2337.9,2353.6,2307,2336.5
INDLMETER,14.65,14.5,14.9,13.4,14.5
INDNIPPON,368.1,363.95,375.1,363,363.6
INDOCO,329,328,334.45,325.35,329.65
INDORAMA,36.55,37.5,38,36.5,37.5
INDOSOLAR,1.8,1.8,1.85,1.75,1.8
INDOSTAR,304.95,305.8,310.15,300.15,310.05
INDOTECH,95.1,93,96.8,92.6,94.45
INDOTHAI,49.5,51,51,49.5,51
INDOWIND,3.45,3.4,3.5,3.25,3.4
INDRAMEDCO,66.6,69,70.5,65.7,69.95
INDSWFTLAB,80.7,83.3,84.7,80,83.3
INDTERRAIN,27.55,27.95,28.45,27.5,27.95
INDUSINDBK,934.95,928,948.5,915.1,939.45
INDUSTOWER,253.5,251,257.8,250.25,252.4
INEOSSTYRO,1115,1120.1,1143.1,1105,1130.5
INFIBEAM,39.2,38.9,40,38.9,39.55
INFOBEAN,193,191.5,198,184.95,189.75
INFOMEDIA,3.8,3.8,3.8,3.65,3.65
INFY,1348.6,1346.3,1373.9,1345.9,1356.35
INGERRAND,746,737.95,757.5,736,740
INOXLEISUR,270.5,268.55,274.75,268.55,276.05
INOXWIND,77.15,76.4,78.95,75.5,76.4
INSECTICID,484,476,486.95,476,484.1
INSPIRISYS,48.15,49.1,49.4,46.5,48.15
INTELLECT,682.05,690,698.45,677.75,696.05
INTENTECH,43.5,39.6,47.8,39.6,40.4
INVENTURE,24.25,24.8,25.8,24.2,24.85
IOB,15.7,15.75,15.85,15.5,15.85
IOC,90.8,88.6,93.1,88,88.9
IOLCP,592.5,602.7,609,590,606.05
IPCALAB,2111,2075,2127.55,2066.65,2075.1
IRB,104.4,106,106.4,104.1,107.05
IRCON,89.6,89.3,91.2,89.3,90.5
IRCTC,1780,1784.9,1809.15,1757.75,1792.55
IRFC,21.25,21.05,21.4,21,21.15
IRISDOREME,108.1,107,114.45,96.15,105.7
ISEC,455,468,468.6,448.6,466.3
ISFT,86.85,84.2,88.85,84.2,84.65
ISMTLTD,11.15,11,11.75,10.65,11.3
ITC,202.4,203.9,205.7,202,204.3
ITDC,329.15,320.2,335,318.05,322.9
ITDCEM,71.9,72.1,73.55,71.35,72.1
ITI,107.7,107.9,109.25,107.4,108.35
IVC,4.85,4.9,5.15,4.8,4.85
IVP,114.7,124.85,125,113.8,119.2
IZMO,68.1,70,70,67.8,69.1
J&KBANK,23.85,23.7,24,23.65,24
JAGRAN,53.65,54.9,55.4,53.15,55.3
JAGSNPHARM,95.9,96,98.7,94.25,97.15
JAIBALAJI,54.8,54.8,54.8,53.25,52.2
JAICORPLTD,85.85,85,88.45,84.6,85.9
JAINSTUDIO,1.7,#N/A,#N/A,#N/A,1.7
JAMNAAUTO,68.55,67.3,69.3,67.3,68.45
JASH,369,390,390,368.65,385.5
JAYAGROGN,164,144.85,165,144.85,144.85
JAYBARMARU,308.75,275,320,273,267
JAYNECOIND,13.75,14.5,14.7,13.6,14.15
JAYSREETEA,80.15,76.65,83.4,75.7,75.9
JBCHEPHARM,1394,1379.7,1409.8,1367.1,1379.65
JBFIND,17.1,15.5,17.1,15.5,16.3
JBMA,390.6,378,414,378,376.55
JCHAC,2344.85,2373.65,2385.3,2325.35,2372.8
JETAIRWAYS,93.65,97.9,97.9,93.65,98.55
JHS,20.35,20.5,20.55,19.45,20.3
JIKIND,0.55,0.55,0.6,0.5,0.55
JINDALPHOT,63,65.8,65.8,63,62.7
JINDALPOLY,726.25,721,744,715.9,722.4
JINDALSAW,84.7,80.95,87.65,80.2,81.3
JINDALSTEL,439.9,447.4,455.85,432.4,454.25
JINDRILL,93,93,96.8,92.5,90
JINDWORLD,45.85,45.4,46.35,45.25,45.8
JISLDVREQS,12.9,13.1,13.3,12.9,13.25
JISLJALEQS,19.1,19,19.65,18.9,19.5
JITFINFRA,8.7,8.75,9.25,8.45,8.85
JIYAECO,4.95,5,5.05,4.9,4.95
JKCEMENT,2818,2752.3,2820,2752.3,2792.3
JKIL,183.75,183.35,187.45,182.05,183.5
JKLAKSHMI,403,399.95,412.05,399.65,401.6
JKPAPER,138.45,142.8,145.45,138,141.3
JKTYRE,121.95,116.75,127.5,115,116.85
JMA,39.9,40.3,41.9,39.05,40.3
JMCPROJECT,82.6,81.5,84.1,80.75,81.25
JMFINANCIL,80.3,81.5,82.7,80,82.25
JMTAUTOLTD,2.5,2.45,2.5,2.4,2.45
JOCIL,168.5,170,173.2,165.15,169.7
JPASSOCIAT,7.1,7.1,7.65,7,7.25
JPINFRATEC,1.5,1.45,1.5,1.4,1.45
JPPOWER,3.1,3.1,3.25,3,3.15
JSL,89.9,89.45,93,87,90.3
JSLHISAR,162.7,163,169,161.1,164.25
JSWENERGY,109.95,108.3,111.4,107.5,109
JSWHL,4039,4025.6,4087.65,3999.05,4033.65
JSWISPL,45.85,45.85,45.85,44.8,43.7
JSWSTEEL,713.7,719.6,740,711.45,726.5
JTEKTINDIA,83.25,82.1,83.6,81.2,82.1
JUBLFOOD,2894,2918.9,2965,2881.55,2938.15
JUBLINDS,329,346,354.9,321.4,353.2
JUBLINGREA,415,371,432,370,376.4
JUBLPHARMA,797.05,776,803.95,776,781.85
JUMPNET,7.85,8.25,8.25,7.85,8.25
JUSTDIAL,877.05,862.7,915,861,873.2
JYOTHYLAB,146.45,148,149.5,145.5,148.4
JYOTISTRUC,5.25,5.25,5.6,5.25,5.5
KABRAEXTRU,165.5,166.05,173,163.6,169.35
KAJARIACER,920,930,938.2,910.1,933.35
KAKATCEM,187.05,182.75,196,182.15,182.35
KALPATPOWR,365.75,381,381,363.35,382.65
KALYANI,60,#N/A,#N/A,#N/A,61
KALYANIFRG,174.4,173.25,181.65,171,173
KALYANKJIL,59.95,61,61.2,59.75,61.25
KAMATHOTEL,29.1,29,29.2,28.05,29
KAMDHENU,156.5,158,161.8,152.5,157.7
KANANIIND,4.35,4.1,4.35,3.9,4.1
KANORICHEM,122.1,127.5,127.95,122.1,127.7
KANPRPLA,150.55,143.6,151.8,142.05,143.5
KANSAINER,552.55,561.1,566.55,551.1,569.6
KAPSTON,93.65,92.7,93.65,92.6,93.65
KARDA,120.8,123.65,126.35,120.8,124.3
KARMAENG,12.95,12.85,12.95,12.45,12.85
KARURVYSYA,52.45,52.3,53.1,52,52.8
KAUSHALYA,1.35,1.35,1.35,1.35,1.35
KAYA,271,269.3,282,266.3,278.15
KCP,98.35,96.7,103.6,96.2,97.05
KCPSUGIND,17.8,16.7,18.9,16.45,17
KDDL,313.85,308.5,319.45,306.8,312.65
KDDL-RE,191,220,220,139,230.1
KEC,402,391.1,403.95,391.1,401.05
KECL,13.1,13.2,13.3,12.8,13
KEERTI,24.15,25.15,25.35,23.5,24.75
KEI,522,516.6,525,515.05,519.9
KELLTONTEC,66.25,66.75,67.8,65.8,66.7
KENNAMET,1041,1065.3,1080,1041,1070.45
KERNEX,42.1,43,43.8,41.05,42.3
KESORAMIND,76.3,74.85,79.5,74.25,75.45
KEYFINSERV,60,61.6,62.55,58.95,62.1
KGL,0.25,0.15,0.25,0.15,0.2
KHADIM,138.2,137,143.6,137,138.25
KHAICHEM,22.4,22.65,22.85,22.1,22.5
KHANDSE,13.55,13.55,14.75,13.25,14.35
KICL,1592,1600,1605,1545,1591.8
KILITCH,105,103.3,110.9,100.85,103.3
KINGFA,590,595,609.05,590,595.15
KIOCL,162,157,170,155.25,156.2
KIRIINDUS,446,428,459,425,434.75
KIRLFER,212.2,202.7,218.7,201.5,204.35
KIRLOSBROS,243.8,244.25,253,240.05,244.5
KIRLOSENG,173.7,175,181.85,173,174.95
KIRLOSIND,1282.7,1313,1325,1282.7,1308.7
KITEX,98.05,98.5,98.5,96.6,97.7
KKCL,822.25,843.05,843.05,818.05,843.55
KMSUGAR,16.45,13.9,16.85,13.85,14.05
KNRCON,200,200,202,198.55,199.65
KOKUYOCMLN,55.2,54.8,56.3,54,54.85
KOLTEPATIL,212,220.05,220.05,210.1,219.4
KOPRAN,170,170.9,178.5,167.1,172.45
KOTAKBANK,1743.75,1780,1802,1739.45,1805
KOTARISUG,23.75,23.9,25.3,23.7,23.9
KOTHARIPET,28.5,28.65,30,28.1,28.7
KOTHARIPRO,63.75,62.1,67.05,61.5,63.2
KPITTECH,196.5,196.4,203,194.7,195.7
KPRMILL,1378.75,1332,1385,1330,1361.9
KRBL,184.9,182.25,189,182.25,184.25
KREBSBIO,129.3,130.45,130.45,125.45,132.3
KRIDHANINF,3.95,4,4,3.65,4.05
KRISHANA,89.5,89,92.2,85.05,85.8
KSB,875,889.8,901.85,874,897.95
KSCL,605.65,605,622.4,595,602.2
KSL,368.8,374.9,387.7,365.25,377.85
KTKBANK,61.5,61.35,62.5,60.8,61.5
KUANTUM,64,65.4,68.7,63.05,64.8
L&TFH,87.1,88,89.45,86.5,89.9
LAKPRE,3.9,#N/A,#N/A,#N/A,3.9
LALPATHLAB,2934,2960,2985,2920,2926.45
LAMBODHARA,56.1,56.8,58.65,55,56.65
LAOPALA,217.8,223,228.8,216.5,227.65
LASA,77.8,77.9,79,76,77.95
LAURUSLABS,453.8,454.9,466.4,450,458.1
LAXMIMACH,6228,6120,6320.95,6102.05,6121.6
LCCINFOTEC,2,2,2,2,2.1
LEMONTREE,35.35,34.4,36.6,34.05,35
LFIC,80.95,81.25,81.5,78.35,78.3
LGBBROSLTD,303.8,305,311.9,298.2,301.35
LGBFORGE,3.75,3.95,3.95,3.75,3.85
LIBAS,44.5,44.2,44.7,43.25,44.05
LIBERTSHOE,126.9,125.85,132.7,124,126.3
LICHSGFIN,404.5,406.8,417.6,404,411.5
LIKHITHA,375.4,373.1,382.95,371.5,380.25
LINCOLN,281.2,272.5,293.25,270,273.15
LINCPEN,152.5,152.4,152.5,148.75,152.4
LINDEINDIA,1841,1847,1859.9,1825.05,1847.55
LODHA,590,592,621.9,588.1,601.65
LOKESHMACH,46.05,46,48.45,44.45,46.6
LOTUSEYE,42.7,44.2,44.2,42.5,43.45
LOVABLE,90.5,89.95,93.4,89,90.1
LPDC,2.1,2.05,2.1,1.9,2
LSIL,1.45,1.45,1.45,1.45,1.4
LT,1340.05,1350,1365,1336.1,1358.65
LTI,3887,3840,3929.7,3831,3851
LTTS,2730,2611,2766.7,2605.65,2628.15
LUMAXIND,1515,1530,1556.7,1505,1542.15
LUMAXTECH,146.95,152.9,152.9,145,153.25
LUPIN,1070,1045,1082.9,1045,1055.5
LUXIND,1920,1890,1950,1885.55,1893.2
LXCHEM,207.5,206,215,204.5,209.6
LYKALABS,41.3,40.45,41.3,38.4,39.35
LYPSAGEMS,4.25,4,4.3,4,4.15
M&M,753.05,768.4,778.4,750.45,774.6
M&MFIN,161.35,163.8,165.15,158.05,165.3
MAANALU,186,179.95,198.3,176.4,178.5
MACPOWER,88.5,92.45,92.45,86.75,89.4
MADHAV,49.6,49.55,51.95,49.55,50.95
MADHUCON,4.8,4.95,5,4.75,4.95
MADRASFERT,25.3,25.75,25.75,25.1,25.45
MAGADSUGAR,168.6,142,172.9,139.95,144.1
MAGMA,118.75,117.2,123.4,116.3,117.55
MAGNUM,4.4,4.35,4.4,4.25,4.3
MAHABANK,24.1,24.5,24.85,24,24.75
MAHAPEXLTD,66.05,67.85,68,65,67.95
MAHASTEEL,92.7,92.8,95.85,91.25,93.3
MAHEPC,147.4,148,154,146.3,147.95
MAHESHWARI,103.9,105.05,106,102.05,106.55
MAHINDCIE,169.95,172.9,173.85,169,172.25
MAHLIFE,499.15,494,504.7,492.5,504.7
MAHLOG,540,556,560,526.55,550.4
MAHSCOOTER,3616,3691.9,3691.9,3569.45,3665.9
MAHSEAMLES,288,282.5,305,280.2,283.35
MAITHANALL,788.3,786.95,819.6,780.25,795.9
MAJESCO,71.6,71.8,71.85,71.25,72
MALUPAPER,25,25.25,25.65,24.9,25.1
MANAKALUCO,10.5,10.85,10.85,10.25,10.45
MANAKCOAT,15.6,15.95,15.95,15.15,15.6
MANAKSIA,56.3,56.85,58.05,55.75,56.85
MANAKSTEEL,25.4,26,26.75,24.9,25.9
MANALIPETC,79.05,78.5,81.4,78,79.65
MANAPPURAM,148.8,146,153.6,145.1,147.2
MANGALAM,142.5,139.95,145.2,139,139.95
MANGCHEFER,77.95,77.5,81.9,77.5,78.25
MANGLMCEM,275.25,276,281,272.75,277.7
MANGTIMBER,10.3,10.8,10.8,10.25,10.6
MANINDS,90.7,83.35,96.5,82.2,84.35
MANINFRA,38.7,38.75,40.75,38.3,38.9
MANUGRAPH,11,10.9,11.8,10.8,11.25
MARALOVER,37,35.25,37,35.05,35.25
MARATHON,49.65,50.4,50.75,48.1,49.5
MARICO,410.1,409.85,422.2,401.7,409.85
MARINE,72.2,74.85,74.85,72,73.7
MARKSANS,71.1,70.6,73.6,69.1,71.5
MARUTI,6438.35,6537.1,6559.6,6421,6565.65
MASFIN,799.55,805,823,788.6,817.15
MASKINVEST,27.1,27.1,27.1,27.1,28.5
MASTEK,1647.7,1615,1699.9,1601.05,1623.05
MATRIMONY,946.9,954,993,943.2,942.9
MAWANASUG,43.8,41.25,43.8,40.95,41.75
MAXHEALTH,228.3,222.5,235,222.2,224.5
MAXIND,65.95,65,65.95,65,65.25
MAXVIL,54.65,54.6,55.8,54.6,55.25
MAYURUNIQ,437.4,444.7,455.75,436.55,447.5
MAZDA,449.55,455.9,459,449.05,455.95
MAZDOCK,200.8,200.3,206.9,199.95,201.3
MBAPL,83.4,76.6,83.45,76.55,80.25
MBECL,7.7,7.9,8,7.5,7.75
MBLINFRA,17.6,18.3,18.35,17.5,17.85
MCDHOLDING,37.8,38.5,40.1,37.8,38.2
MCDOWELL-N,518,523.95,532.25,516,525.25
MCL,87.1,88.65,91,87.1,88.65
MCLEODRUSS,22.9,21.5,23.2,21.5,22.1
MCX,1477.9,1520,1534.45,1471,1532.1
MEGASOFT,12.7,13.4,13.65,12.35,13
MEGH,141.35,139.5,148.35,138.3,141.45
MELSTAR,1.95,2.1,2.1,1.95,2
MENONBE,56.9,56.85,59.65,54.35,56.35
MEP,15.95,15.75,16.35,15.3,15.6
MERCATOR,1,1,1,0.95,0.95
METALFORGE,5.1,5.5,5.5,5.1,5.25
METROPOLIS,2394,2399,2464,2370.15,2392.8
MFSL,899.45,915.4,919.7,890.25,914.55
MGEL,46,48.7,48.7,46,46.1
MGL,1125,1097.55,1143.75,1087.6,1097.55
MHRIL,211.5,210.05,211.9,208.4,210.95
MIC,0.8,0.8,0.8,0.8,0.75
MIDHANI,183.8,184,190.6,183,186.5
MINDACORP,101,99.3,101.95,98.1,100.4
MINDAIND,525.7,535,537.8,521,531.5
MINDTECK,51.1,55,55,50.05,52.5
MINDTREE,2104,2098.8,2139.85,2091.1,2097.8
MIRCELECTR,14.05,13.15,14.05,12.75,13.4
MIRZAINT,45.15,45.9,46.65,45,45.7
MITTAL,10.2,10.5,10.5,10.1,10.35
MMFL,442,472.95,473,440.7,463.9
MMP,86.65,88.1,90,86.05,87.85
MMTC,40.8,39.85,42.1,39.3,40.4
MODIRUBBER,79,83.9,83.9,77.8,81.75
MODISNME,#N/A,#N/A,#N/A,#N/A,#N/A
MOHITIND,6.4,6.35,6.65,6.2,6.45
MOHOTAIND,6.3,6.6,6.65,6.3,6.6
MOIL,164.8,163.7,171.35,162,160.55
MOLDTECH,46.9,47.95,47.95,45.35,46.4
MOLDTKPAC,448.85,459.5,459.5,445,458.55
MONTECARLO,224.45,226.1,234.3,222.6,229.05
MORARJEE,13.8,14.35,14.4,13.7,13.85
MOREPENLAB,65.25,58.45,66,57.25,60.2
MOTHERSUMI,214.9,216.25,221.9,214.1,219.4
MOTILALOFS,633.5,660,660,632.5,629.3
MOTOGENFIN,20.75,20.85,20.85,20.1,20.4
MPHASIS,1765,1770,1784.95,1755.3,1770
MPSLTD,600,603.6,614,542,613.55
MRF,80560,77600,81699,77200,77656.9
MRO-TEK,23.1,23.9,23.9,22.7,23.85
MRPL,43.15,42.5,43.8,41.25,42.65
MSPL,11.5,11.45,11.55,10.8,11
MSTCLTD,255,261.55,262.5,250.25,263.45
MTARTECH,933,935,949.95,930,939.6
MTEDUCARE,6.75,7.1,7.1,6.65,6.8
MTNL,16.05,16.1,16.4,15.9,16.15
MUKANDLTD,112.6,103,112.6,102.75,107.25
MUKTAARTS,28.15,28.15,28.8,28.1,28.2
MUNJALAU,52.4,52.4,53.15,51.4,52.05
MUNJALSHOW,132,134.05,136.45,130.15,136.05
MURUDCERA,19.65,20.05,20.25,19.45,19.9
MUTHOOTCAP,370,389.95,389.95,365.7,379.9
MUTHOOTFIN,1151,1159.8,1187,1151,1166.25
NACLIND,38,37.55,38,37,37.55
NAGAFERT,5.7,5.65,5.8,5.55,5.65
NAGREEKCAP,6.05,6.05,6.05,5.75,6.05
NAGREEKEXP,17.5,17,17.85,17,17.05
NAHARCAP,99.3,93.1,109.45,93.05,92.2
NAHARINDUS,45.8,44.45,47.7,42.55,44.15
NAHARPOLY,130.6,115,138.5,108,116.3
NAHARSPING,104.8,99.65,104.8,99,99.85
NAM-INDIA,340.55,339.8,345.5,338.7,342.65
NATCOPHARM,891,887.4,912,886,890.15
NATHBIOGEN,352,349.8,361.1,349.55,350.15
NATIONALUM,64.4,64.05,66.5,63.6,64.75
NATNLSTEEL,4.8,5,5,4.8,4.8
NAUKRI,4914.95,4945.55,5043.85,4866,5008.95
NAVINFLUOR,3440,3390,3538,3339.75,3391.6
NAVKARCORP,34.1,34.15,34.95,33.8,34.15
NAVNETEDUL,74.75,76,76,74,74.9
NAZARA,1726,1720,1782,1720,1749.5
NBCC,40.55,40,41.5,40,41.15
NBIFIN,1979,1939.55,1979,1922.3,1926.9
NBVENTURES,78,72,81.15,70.4,72.65
NCC,74.45,74.8,76,74.4,75.8
NCLIND,184.55,180.85,188.45,179.9,182.75
NDGL,752.3,708,788.2,708,767.6
NDL,30,30.95,30.95,29.65,31.2
NDRAUTO,192,195.9,198.55,192,194.95
NDTV,54.25,55.55,55.55,54.05,55.05
NECCLTD,8.4,8.5,8.55,8.1,8.45
NECLIFE,25,25.5,25.8,24.6,25.85
NELCAST,66.5,68.95,69.7,65.5,70.85
NELCO,201.3,199.8,206.3,198.65,201.35
NEOGEN,863.9,868.95,883,861.1,871.85
NESCO,499.8,505,506.9,493.9,506.1
NESTLEIND,16320.2,16500,16569.2,16255,16502.55
NETWORK18,39.35,39.8,40.85,39.25,40.35
NEULANDLAB,2535,2420,2544,2405,2433.65
NEWGEN,315.5,322.5,322.5,314.15,323.5
NEXTMEDIA,4.3,4.55,4.55,4.15,4.35
NFL,57.8,57.6,60.2,56,57.95
NH,405.1,407.8,427,405,417.4
NHPC,24.2,24.2,24.45,24.05,24.35
NIACL,146,146.25,147.9,145.5,146.25
NIBL,19.75,20.8,20.8,19.25,20.25
NIITLTD,165.85,167.65,171.3,162.5,168.6
NILAINFRA,4.4,4.4,4.45,4.25,4.35
NILASPACES,1.45,1.5,1.5,1.45,1.45
NILKAMAL,1930,1960.45,1974,1899.95,1949.7
NIPPOBATRY,755,749.95,763.4,737.35,739.1
NIRAJ,39.05,39.8,40,39,39.75
NIRAJISPAT,120,#N/A,#N/A,#N/A,122
NITCO,19.2,19.3,19.4,18.65,19.1
NITINFIRE,0.65,0.65,0.65,0.55,0.6
NITINSPIN,87.6,85,88.95,84.55,86.25
NITIRAJ,40.7,42.3,43.2,40.3,42.4
NKIND,28.55,28.4,29.25,28.35,27.9
NLCINDIA,47.65,47.4,48.55,47.4,47.55
NMDC,155.05,154,158.7,152.75,154
NOCIL,184.55,180.55,188.8,179.9,182.05
NOIDATOLL,5.95,5.9,6,5.8,5.8
NORBTEAEXP,5.35,5.6,5.6,5.35,5.35
NOVARTIND,647.5,645.05,668.7,642.2,650.1
NRAIL,206,211.5,211.5,201.8,207.95
NRBBEARING,106.6,106,108.9,105,106
NSIL,1565,1520,1583.35,1486.05,1526.35
NTL,0.7,0.75,0.75,0.7,0.75
